english,vietnamese,exampleSentence,englishMeaning,difficulty,category
far,xa,This is an example for far.,Distant; remote in space.,A2,Travel
distance,Kc lẻ,This is an example for distance.,"The amount of space between two points, usually geographical points, usually (but not necessarily) measured along a straight line.",A2,Travel
direction,"điểu khiến, chỉ huy",This is an example for direction.,"A theoretical line (physically or mentally) followed from a point of origin or towards a destination. May be relative (e.g. up, left, outbound, dorsal), geographical (e.g. north), rotational (e.g. clockwise), or with respect to an object or location (e.g. toward Boston).",A2,Travel
road,đường bộ,This is an example for road.,"A way used for travelling between places, originally one wide enough to allow foot passengers and horses to travel, now (US) usually one surfaced with asphalt or concrete and designed to accommodate many vehicles travelling in both directions. In the UK both senses are heard: a country road is the same as a country lane.",A2,Travel
street,đường phố,This is an example for street.,"A paved part of road, usually in a village or a town.",A2,Travel
avenue,đại lộ,This is an example for avenue.,"A broad street, especially one bordered by trees.",A2,Travel
bridge,cái cầu,This is an example for bridge.,A construction or natural feature that spans a divide.,A2,Travel
tunnel,hầm,This is an example for tunnel.,An underground or underwater passage.,A2,Travel
highway,đường quốc lộ,This is an example for highway.,A motor vehicle for transporting large numbers of people along roads.,A2,Travel
path,đường dẫn,This is an example for path.,"A trail for the use of, or worn by, pedestrians.",A2,Travel
trail,dấu vết,This is an example for trail.,"The track or indication marking the route followed by something that has passed, such as the footprints of animal on land or the contrail of an airplane in the sky.",A2,Travel
route,định tuyến,This is an example for route.,A course or way which is traveled or passed.,A2,Travel
border,"bờ, mép, vỉa, lể (đường)",This is an example for border.,The outer edge of something.,A2,Travel
customs,"thuế nhập khấu, hải quan",This is an example for customs.,(in the plural) The duties or taxes imposed on imported or exported goods.,A2,Travel
immigration,nhập cư,This is an example for immigration.,The act of immigrating; the passing or coming into a country of which one is not native born for the purpose of permanent residence.,A2,Travel
stamp,con dấu,This is an example for stamp.,"An act of stamping the foot, paw or hoof.",A2,Travel
declaration,khai báo,This is an example for declaration.,"A written or oral indication of a fact, opinion, or belief.",A2,Travel
baggage claim,Quầy Lấy Hành Lý,This is an example for baggage claim.,The designated location for receiving checked luggage such as the baggage carousels at an airport.,A2,Travel
terminal,thiết bị đầu cuối,This is an example for terminal.,A building in an airport where passengers transfer from ground transportation to the facilities that allow them to board airplanes.,A2,Travel
boarding,1. Nội trú,This is an example for boarding.,"To step or climb onto or otherwise enter a ship, aircraft, train or other conveyance.",A2,Travel
departure,khởi hành,This is an example for departure.,The act of departing or something that has departed.,A2,Travel
arrival,đến nơi,This is an example for arrival.,The act of arriving or something that has arrived.,A2,Travel
delay,"trì hoãn, chậm trễ",This is an example for delay.,A period of time before an event occurs; the act of delaying; procrastination; lingering inactivity.,A2,Travel
timetable,"kế hoạch làm việc, thời gian biếu",This is an example for timetable.,"A tabular schedule of events with the times at which they occur, especially times of arrivals and departures",A2,Travel
reservation,sự đặt chỗ,This is an example for reservation.,"The act of reserving, withholding or keeping back.",A2,Travel
booking,việc mua vé trước,This is an example for booking.,To reserve (something) for future use.,A2,Travel
confirmation,thư xác nhận,This is an example for confirmation.,An official indicator that things will happen as planned.,A2,Travel
currency,Tiền tệ,This is an example for currency.,Money or other items used to facilitate transactions.,A2,Travel
exchange,tráo đổi,This is an example for exchange.,An act of exchanging or trading.,A2,Travel
rate,"tỷ lệ, tốc độ",This is an example for rate.,The worth of something; value.,A2,Travel
ATM,ATM,This is an example for ATM.,Definition of ATM.,A2,Travel
cash,tiền mặt,This is an example for cash.,"Money in the form of notes/bills and coins, as opposed to cheques/checks or electronic transactions.",A2,Travel
credit card,thẻ tín dụng,This is an example for credit card.,"A plastic card, usually with a magnetic strip or an embedded microchip, connected to a credit account and used to buy goods or services.",A2,Travel
cost,chi phí,This is an example for cost.,To incur a charge of; to require payment of a (specified) price.,A2,Travel
accommodation,chỗ ở,This is an example for accommodation.,"(usually a mass noun) Lodging in a dwelling or similar living quarters afforded to travellers in hotels or on cruise ships, or prisoners, etc.",B1,Travel
transportation,vận tải,This is an example for transportation.,"The act of transporting, or the state of being transported; conveyance, often of people, goods etc.",B1,Travel
excursion,sự lệch,This is an example for excursion.,A brief recreational trip; a journey out of the usual way.,B1,Travel
expedition,cuộc thám hiểm,This is an example for expedition.,The act of expediting something; prompt execution.,B1,Travel
exploration,sự thăm dò,This is an example for exploration.,The process of exploring.,B1,Travel
navigation,điều hướng,This is an example for navigation.,"The theory, practice and technology of charting a course for a ship, aircraft or spaceship or (colloquially) road vehicle.",B1,Travel
orientation,định hướng,This is an example for orientation.,The determination of the relative position of something or someone.,B1,Travel
wayfinding,Bảng hiệu,This is an example for wayfinding.,The ability of a person or animal to orientate oneself and to navigate; the process used by a person or animal for orienting oneself and navigating.,B1,Travel
landmark,điểm mốc,This is an example for landmark.,"An object that marks the boundary of a piece of land (usually a stone, or a tree).",B1,Travel
monument,đài tưởng niệm,This is an example for monument.,"A structure built for commemorative or symbolic reasons, or as a memorial; a commemoration.",B1,Travel
heritage site,di sản,This is an example for heritage site.,Definition of heritage site.,B1,Travel
museum,bảo tàng,This is an example for museum.,"A building or institution dedicated to the acquisition, conservation, study, exhibition, and educational interpretation of objects having scientific, historical, cultural or artistic value.",B1,Travel
gallery,thư viện,This is an example for gallery.,"An institution, building, or room for the exhibition and conservation of works of art.",B1,Travel
park,"công viên, vườn hoa",This is an example for park.,An area of land set aside for environment preservation or recreation.,B1,Travel
market,"chợ, thị trường",This is an example for market.,"A gathering of people for the purchase and sale of merchandise at a set time, often periodic.",B1,Travel
bazaar,cuộc bán hàng từ thiện,This is an example for bazaar.,"A marketplace, particularly in the Middle East and South Asia, and often covered with shops and stalls.",B1,Travel
souk,souk,This is an example for souk.,"A street market, particularly in Arabic- and Somali-speaking countries; a place where people buy and sell goods.",B1,Travel
festival,"lễ hội, đại hội liên hoan",This is an example for festival.,"An event or community gathering, usually staged by a local community, which centers on some theme, sometimes on some unique aspect of the community.",B1,Travel
authentic,xác thực,This is an example for authentic.,Of the same origin as claimed; genuine.,B1,Travel
indigenous,trong nước,This is an example for indigenous.,"Born or originating in, native to a land or region, especially before an intrusion.",B1,Travel
specialty,các sản phẩm đặc biệt,This is an example for specialty.,That in which one specializes; a chosen expertise or talent.,B1,Travel
delicacy,đồ ăn ngon,This is an example for delicacy.,The quality of being delicate.,B1,Travel
street food,Thức ăn đường phố,This is an example for street food.,"Ready-to-eat food obtainable from a streetside vendor, often from a makeshift or portable stall.",B1,Travel
bar,bar,This is an example for bar.,"A solid, more or less rigid object of metal or wood with a uniform cross-section smaller than its length.",B1,Travel
pub,quán rượu,This is an example for pub.,"A public house where beverages, primarily alcoholic, may be bought and consumed, also providing food and sometimes entertainment such as live music or television.",B1,Travel
nightlife,Cuộc sống Về đêm,This is an example for nightlife.,"Nocturnal activities, especially visiting nightclubs.",B1,Travel
entertainment,giải trí,This is an example for entertainment.,"An activity designed to give pleasure, enjoyment, diversion, amusement, or relaxation to an audience, no matter whether the audience participates passively as in watching opera or a movie, or actively as in games.",B1,Travel
language barrier,"&#10;&#10;<g id=""1""></g>&#10;&#10;&#10;",This is an example for language barrier.,"A conceptual barrier to effective communication, occurring when people who speak different languages attempt to communicate with each other.",B1,Travel
translation,translation,This is an example for translation.,"The act of translating, in its various senses:",B1,Travel
interpreter,thông dịch viên,This is an example for interpreter.,"One who conveys what a user of one language is saying or signing, in real time or shortly after that person has finished communicating, to a user of a different language. (Contrasted with a translator.)",B1,Travel
phrase book,Từ điển Thành ngữ,This is an example for phrase book.,A (usually pocket-sized) book consisting of everyday expressions and vocabulary in two languages and intended for travellers who wish to communicate with locals while in other countries (or regions in which a different language is spoken).,B1,Travel
local dialect,thổ ngữ địa phương,This is an example for local dialect.,Definition of local dialect.,B1,Travel
sign,"đánh dấu, viết ký hiệu",This is an example for sign.,(sometimes also used uncountably) A visible indication.,B1,Travel
gesture,cử chỉ,This is an example for gesture.,"A motion of the limbs or body, especially one made to emphasize speech.",B1,Travel
misunderstanding,"Nói sai, ghi sai.",This is an example for misunderstanding.,A mistake as to the meaning of something or a specific point of view; erroneous interpretation or comprehension; misconception.,B1,Travel
adaptation,(sự) thích nghi,This is an example for adaptation.,"The process of adapting something or becoming adapted to a situation; adjustment, modification.",B1,Travel
jet lag,hiện tượng mệt phờ vì máy bay,This is an example for jet lag.,A physical condition caused by crossing time zones during flight; often the result of disruption to the circadian rhythms of the body.,B1,Travel
altitude sickness,say độ cao,This is an example for altitude sickness.,"A pathological condition caused by oxygen deficiency at high altitudes; symptoms include shortness of breath, nausea, and nosebleed.",B1,Travel
travel fatigue,mệt mỏi khi đi lại,This is an example for travel fatigue.,Definition of travel fatigue.,B1,Travel
culture shock,Sốc văn hóa,This is an example for culture shock.,A state of anxious confusion experienced by someone exposed to an alien or unfamiliar environment.,B1,Travel
homesickness,nhớ nhà,This is an example for homesickness.,"The characteristic of being homesick; a strong, sad feeling of missing one's home (and often left-behind loved ones, such as family and friends) when physically away.",B1,Travel
adjustment,điều chỉnh,This is an example for adjustment.,The action of adjusting something,B1,Travel
acclimatization,"khí hậu hoá, thuần hoá",This is an example for acclimatization.,"The act of acclimatizing; the process of inuring to a new climate, or the state of being so inured.",B1,Travel
familiarity,sự quen thuộc,This is an example for familiarity.,The state of being extremely friendly; intimacy.,B1,Travel
solo travel,du lịch một mình,This is an example for solo travel.,Definition of solo travel.,B1,Travel
group travel,group travel,This is an example for group travel.,Definition of group travel.,B1,Travel
family trip,Chuyến du lịch của gia đình,This is an example for family trip.,Definition of family trip.,B1,Travel
business travel,sự đi công tác,This is an example for business travel.,Definition of business travel.,B1,Travel
backpacking,Du lịch bụi,This is an example for backpacking.,To hike and camp overnight in backcountry with one's gear carried in a backpack,B1,Travel
luxury travel,du lịch sang trọng,This is an example for luxury travel.,Definition of luxury travel.,B1,Travel
budget travel,du lịch tiết kiệm,This is an example for budget travel.,Definition of budget travel.,B1,Travel
adventure travel,Du lịch mạo hiểm,This is an example for adventure travel.,Definition of adventure travel.,B1,Travel
eco-tourism,Du lịch sinh thái,This is an example for eco-tourism.,"Responsible travel to natural areas supporting the fauna, flora, and local economy",B1,Travel
cultural immersion,Hòa nhập văn hóa,This is an example for cultural immersion.,Definition of cultural immersion.,B1,Travel
emergency,KHẨN CẤP,This is an example for emergency.,A situation which poses an immediate risk and which requires urgent attention.,B1,Travel
medical,y khoa,This is an example for medical.,A medical examination.,B1,Travel
pharmacy,nhà thuốc,This is an example for pharmacy.,(countable) A place where prescription drugs are dispensed; a dispensary.,B1,Travel
hospital,bệnh viện,This is an example for hospital.,"A large medical facility, usually in a building with multiple floors, where seriously ill or injured patients are given extensive medical and/or surgical treatment.",B1,Travel
safety,an toàn,This is an example for safety.,The condition or feeling of being safe; security; certainty.,B1,Travel
precaution,Thận trọng,This is an example for precaution.,Previous caution or care; caution previously employed to prevent misfortune or to secure good,B1,Travel
preparedness,Công tác chuẩn bị,This is an example for preparedness.,The state of being prepared.,B1,Travel
memento,Kỷ vật,This is an example for memento.,A keepsake; an object kept as a reminder of a place or event.,B1,Travel
gift,quà tặng,This is an example for gift.,"Something given to another voluntarily, without charge.",B1,Travel
keepsake,vật lưu niệm,This is an example for keepsake.,Some object given by a person and retained in memory of something or someone; something kept for sentimental or nostalgic reasons.,B1,Travel
photograph,bức ảnh; chụp ảnh,This is an example for photograph.,"A picture created by projecting an image onto a photosensitive surface such as a chemically treated plate or film, CCD receptor, etc.",B1,Travel
experience,.,This is an example for experience.,"The effect upon the judgment or feelings produced by any event, whether witnessed or participated in; personal and direct impressions as contrasted with description or fancies; personal acquaintance; actual enjoyment or suffering.",B1,Travel
discovery,phát hiện,This is an example for discovery.,Something discovered.,B1,Travel
encounter,"chạm trán, bắt gặp",This is an example for encounter.,"A meeting, especially one that is unplanned or unexpected.",B1,Travel
impression,"ấn tượng, cảm giác; in dấu, đóng dấu",This is an example for impression.,The indentation or depression made by the pressure of one object on or into another.,B1,Travel
natural wonder,Kỳ quan thiên nhiên,This is an example for natural wonder.,Definition of natural wonder.,B1,Travel
scenic route,đường xuyên cảnh,This is an example for scenic route.,Definition of scenic route.,B1,Travel
off the beaten path,ra khỏi con đường bị đánh đập,This is an example for off the beaten path.,Definition of off the beaten path.,B1,Travel
hidden gem,đá quý ẩn,This is an example for hidden gem.,Definition of hidden gem.,B1,Travel
local secret,local secret,This is an example for local secret.,Definition of local secret.,B1,Travel
tourist trap,ổ bẫy du khách,This is an example for tourist trap.,"An establishment, such as a shop or display, where tourists are encouraged to spend money on goods or services not necessarily of good value.",B1,Travel
authentic experience,trải nghiệm đích thực,This is an example for authentic experience.,Definition of authentic experience.,B1,Travel
immersive,Đắm chìm,This is an example for immersive.,Tending to immerse.,B1,Travel
transformative,biến đổi,This is an example for transformative.,That causes transformation,B1,Travel
unforgettable,không thể nào quên,This is an example for unforgettable.,Very difficult or impossible to forget,B1,Travel
responsible travel,du lịch có trách nhiệm,This is an example for responsible travel.,Definition of responsible travel.,B2,Travel
carbon footprint,"Báo cáo CCDR nhấn mạnh tính cấp thiết của việc thích ứng với biến đổi khí hậu, đồng thời với việc cần triển khai nhiều chính sách và đầu tư công và tư để giảm cường độ carbon trong tăng trưởng",This is an example for carbon footprint.,"A measure of the amount of carbon dioxide produced by a person, organization or state in a given time.",B2,Travel
offset,sự cân đối,This is an example for offset.,Anything that acts as counterbalance; a compensating equivalent.,B2,Travel
conservation,bảo tồn,This is an example for conservation.,"The act of preserving, guarding, or protecting; the keeping (of a thing) in a safe or entire state; preservation.",B2,Travel
preservation,"bảo quản, bảo tồn",This is an example for preservation.,"The act of preserving; care to preserve; act of keeping from destruction, decay or any ill.",B2,Travel
fragile ecosystem,hệ sinh thái mong manh,This is an example for fragile ecosystem.,Definition of fragile ecosystem.,B2,Travel
overtourism,quá tải khách du lịch,This is an example for overtourism.,Excessive tourism.,B2,Travel
visa requirements,Yêu cầu Visa,This is an example for visa requirements.,Definition of visa requirements.,B2,Travel
entry permit,GIẤY PHÉP NHẬP CẢNH,This is an example for entry permit.,Definition of entry permit.,B2,Travel
residency,Tình trạng cư trú,This is an example for residency.,The condition of being a resident of a particular place.,B2,Travel
citizenship,quốc tịch,This is an example for citizenship.,"The status of being a citizen, in its various senses.",B2,Travel
emigration,di dân,This is an example for emigration.,"The act of emigrating; movement of a person or persons out of a country or national region, for the purpose of permanent relocation of residence.",B2,Travel
refugee,người tị nạn,This is an example for refugee.,"A person seeking refuge in a foreign country out of fear of political persecution or the prospect of such persecution in their home country, i.e., a person seeking political asylum.",B2,Travel
asylum,dưỡng trí viện,This is an example for asylum.,A place of safety.,B2,Travel
displacement,sự thay thế,This is an example for displacement.,"The act of displacing, or the state of being displaced; a putting out of place.",B2,Travel
diaspora,diaspora,This is an example for diaspora.,The dispersion of the Jews among the Gentiles after the Babylonian captivity (6th century B.C.E.).,B2,Travel
geopolitics,Địa chính trị,This is an example for geopolitics.,The study of the effects of geography (especially economic geography) on international politics.,B2,Travel
bilateral,"hai bên, hai phía",This is an example for bilateral.,A meeting between two people or groups.,B2,Travel
multilateral,Đa phương,This is an example for multilateral.,A group with representatives from three or more parties or nations.,B2,Travel
sovereignty,Chủ quyền,This is an example for sovereignty.,(of a polity) The state of making laws and controlling resources without the coercion of other nations.,B2,Travel
territory,lãnh thổ,This is an example for territory.,"A large extent or tract of land; for example a region, country or district.",B2,Travel
border dispute,tranh chấp biên giới,This is an example for border dispute.,Definition of border dispute.,B2,Travel
conflict zone,khu vực xung đột,This is an example for conflict zone.,Definition of conflict zone.,B2,Travel
travel advisory,Tư vấn Du lịch,This is an example for travel advisory.,Definition of travel advisory.,B2,Travel
risk assessment,thẩm định rủi ro,This is an example for risk assessment.,The overall process of identifying all the risks to and from an activity and assessing the potential impact of each risk.,B2,Travel
hospitality industry,kỹ nghệ lễ tân,This is an example for hospitality industry.,Definition of hospitality industry.,B2,Travel
tourism sector,Lĩnh vực du lịch,This is an example for tourism sector.,Definition of tourism sector.,B2,Travel
accommodation provider,nhà cung cấp chỗ ở,This is an example for accommodation provider.,Definition of accommodation provider.,B2,Travel
travel agency,văn phòng du lịch,This is an example for travel agency.,A company that arranges travel and accommodation for travellers,B2,Travel
tour operator,người tổ chức du lịch (thành nhóm),This is an example for tour operator.,A company that sells package holidays.,B2,Travel
online travel agency,* Công ty lữ hành trực tuyến,This is an example for online travel agency.,Definition of online travel agency.,B2,Travel
platform economy,nền kinh tế nền tảng,This is an example for platform economy.,Definition of platform economy.,B2,Travel
sharing economy,Kinh tế chia sẻ,This is an example for sharing economy.,"(public policy) A system of economic exchange in which participants interact in a direct and cooperative manner, often with the aid of social media, to produce, market, and consume goods, services, and resources.",B2,Travel
peer-to-peer,Ngang hàng,This is an example for peer-to-peer.,Of a social network of equal partners able to conduct business without using a middle man.,B2,Travel
disintermediation,sự phi trung gian hóa,This is an example for disintermediation.,The removal of funds from a financial institution such as a bank for direct purchase of financial instruments.,B2,Travel
cultural exchange,Giao lưu văn hóa,This is an example for cultural exchange.,Definition of cultural exchange.,B2,Travel
cross-cultural,văn hóa nghịch giao,This is an example for cross-cultural.,Between two or more cultures; intercultural.,B2,Travel
multicultural,đa văn hóa,This is an example for multicultural.,Relating or pertaining to several different cultures.,B2,Travel
global citizenship,Công dân toàn cầu,This is an example for global citizenship.,Definition of global citizenship.,B2,Travel
worldview,thế giới quan,This is an example for worldview.,One's personal view of the world and how one interprets it.,B2,Travel
understanding,trí tuệ,This is an example for understanding.,"To grasp a concept fully and thoroughly, especially (of words, statements, art, etc.) to be aware of the meaning of and (of people) to be aware of the intent of.",B2,Travel
connectivity,khả năng kết,This is an example for connectivity.,The state of being connected,B2,Travel
mobility,tính cơ động,This is an example for mobility.,The ability to move; capacity for movement.,B2,Travel
logistics,ngàn hậu cần,This is an example for logistics.,A logistic function or graph of a logistic curve.,B2,Travel
capacity,"năng lực, khả năng tiếp thu, năng suất",This is an example for capacity.,"The ability to hold, receive or absorb",B2,Travel
seasonality,tính mùa vụ,This is an example for seasonality.,Definition of seasonality.,B2,Travel
peak season,mùa cao điểm,This is an example for peak season.,Definition of peak season.,B2,Travel
traveler psychology,Tâm lý du khách USA,This is an example for traveler psychology.,Definition of traveler psychology.,B2,Travel
satisfaction,toại nguyện; bồi thường,This is an example for satisfaction.,A fulfilment of a need or desire.,B2,Travel
loyalty,lòng trung thành,This is an example for loyalty.,The state of being loyal; fidelity.,B2,Travel
recommendation,sự giới thiệu,This is an example for recommendation.,An act of recommending.,B2,Travel
review,đánh giá,This is an example for review.,A second or subsequent reading of a text or artifact in an attempt to gain new insights.,B2,Travel
rating,Xếp hạng,This is an example for rating.,To assign or be assigned a particular rank or level.,B2,Travel
brand,Thương hiệu,This is an example for brand.,A conflagration; a flame.,B2,Travel
geotourism,du lịch địa lý,This is an example for geotourism.,Definition of geotourism.,C1,Travel
voluntourism,chủ nghĩa du lịch tự nguyện,This is an example for voluntourism.,A type of tourism which combines traditional travel and tourism with volunteer work. Travelers are given opportunities to contribute money and/or time to causes related to their destinations.,C1,Travel
transformative travel,du lịch biến đổi,This is an example for transformative travel.,Definition of transformative travel.,C1,Travel
slow travel,di chuyển chậm,This is an example for slow travel.,Definition of slow travel.,C1,Travel
nomadic lifestyle,lối sống du mục,This is an example for nomadic lifestyle.,Definition of nomadic lifestyle.,C1,Travel
digital nomad,du mục kỹ thuật số,This is an example for digital nomad.,"Someone who earns a living from telecommunication technology while living in a nomadic manner, typically working remotely from various locations such as coffee shops and public libraries.",C1,Travel
location independence,vị trí độc lập,This is an example for location independence.,Definition of location independence.,C1,Travel
work-life integration,tích hợp công việc-cuộc sống,This is an example for work-life integration.,Definition of work-life integration.,C1,Travel
purposeful travel,du lịch có mục đích,This is an example for purposeful travel.,Definition of purposeful travel.,C1,Travel
anthropological tourism,du lịch nhân chủng học,This is an example for anthropological tourism.,Definition of anthropological tourism.,C1,Travel
ethnographic,Dân tộc ký,This is an example for ethnographic.,Relating to ethnography.,C1,Travel
indigenous rights,quyền của người bản địa,This is an example for indigenous rights.,Definition of indigenous rights.,C1,Travel
cultural appropriation,chiếm dụng văn hóa,This is an example for cultural appropriation.,The exploitative or oppressive cooption of elements of one culture by members of a different culture.,C1,Travel
romanticization,lãng mạn hóa,This is an example for romanticization.,Definition of romanticization.,C1,Travel
exoticization,kỳ lạ hóa,This is an example for exoticization.,Definition of exoticization.,C1,Travel
orientalism,chủ nghĩa phương Đông,This is an example for orientalism.,"In the figurative arts, the tendency to represent eastern subjects, to assume stylistical characteristics original of the East.",C1,Travel
postcolonial,hậu thuộc địa,This is an example for postcolonial.,A person living in a postcolonial society.,C1,Travel
decolonize,khử khuẩn,This is an example for decolonize.,To release from the status of colony; to allow a colony to become independent.,C1,Travel
reclaim,đòi lại,This is an example for reclaim.,The calling back of a hawk.,C1,Travel
house,"nhà, căn nhà, toàn nhà",This is an example for house.,A structure built or serving as an abode of human beings.,A2,Housing
floor,"sàn, tầng",This is an example for floor.,The interior bottom or surface of a house or building; the supporting surface of a room.,A2,Housing
wall,tường,This is an example for wall.,"A rampart of earth, stones etc. built up for defensive purposes.",A2,Housing
door,cửa,This is an example for door.,"A portal of entry into a building, room, or vehicle, consisting of a rigid plane movable on a hinge. Doors are frequently made of wood or metal. May have a handle to help open and close, a latch to hold the door closed and a lock that ensures the door cannot be opened without the key.",A2,Housing
window,cửa số,This is an example for window.,The inedible parts of a grain-producing plant.,A2,Housing
dining room,phòng ăn,This is an example for dining room.,"A room, in a home or hotel, where meals are eaten. Some restaurants provide private dining rooms for hire, away from the main public eating areas.",A2,Housing
basement,móng cơ bản,This is an example for basement.,A floor of a building below ground level.,A2,Housing
attic,sàn thượng,This is an example for attic.,"The space, often unfinished and with sloped walls, directly below the roof in the uppermost part of a house or other building, generally used for storage or habitation.",A2,Housing
sofa,ghế sô pha,This is an example for sofa.,"A raised area of a building's floor, usually covered with carpeting, used for sitting.",A2,Housing
rug,tấm thảm,This is an example for rug.,A partial covering for a floor.,A2,Housing
own,của chính mình,This is an example for own.,"Belonging to; possessed; proper to. Often marks a possessive determiner as reflexive, referring back to the subject of the clause or sentence.",A2,Housing
deposit,"tiền gửi, tiền đặt cọc",This is an example for deposit.,Sediment or rock that is not native to its present location or is different from the surrounding material. Sometimes refers to ore or gems.,A2,Housing
utility,tính thiết thực,This is an example for utility.,The state or condition of being useful; usefulness.,A2,Housing
landlord,địa chỉ,This is an example for landlord.,"A person who owns and rents land such as a house, apartment, or condo.",A2,Housing
tenant,thuê,This is an example for tenant.,"One who pays a fee (rent) in return for the use of land, buildings, or other property owned by others.",A2,Housing
owner,chủ sở hữu,This is an example for owner.,One who owns something.,A2,Housing
agent,"đại lý, tác nhân",This is an example for agent.,"One who exerts power, or has the power to act",A2,Housing
move,di chuyển,This is an example for move.,The act of moving; a movement.,A2,Housing
stay,lưu lại,This is an example for stay.,Continuance or a period of time spent in a place; abode for an indefinite time; sojourn.,A2,Housing
live,sống,This is an example for live.,To be alive; to have life.,A2,Housing
settle,"giải quyết, dàn xếp, hòa giải",This is an example for settle.,To conclude or resolve (something):,A2,Housing
relocate,Du,This is an example for relocate.,To move (something) from one place to another.,A2,Housing
wash,"rửa, giặt",This is an example for wash.,The process or an instance of washing or being washed by water or other liquid.,A2,Housing
vacuum,chân không,This is an example for vacuum.,A region of space that contains no matter.,A2,Housing
sweep,quét,This is an example for sweep.,A single action of sweeping.,A2,Housing
mop,mop,This is an example for mop.,"An implement for washing floors, or the like, made of a piece of cloth, or a collection of thrums, or coarse yarn, fastened to a handle.",A2,Housing
organize,"tổ chức, thiết lập",This is an example for organize.,To arrange in working order.,A2,Housing
decorate,trang trí,This is an example for decorate.,To furnish with decorations.,A2,Housing
repair,sửa chữa (đồng),This is an example for repair.,The act of repairing something.,A2,Housing
fix,"đóng, gắn, lắp; sửa chữa",This is an example for fix.,A repair or corrective action.,A2,Housing
maintain,"giữ gìn, duy trì, bảo vệ",This is an example for maintain.,"To support (someone), to back up or assist (someone) in an action.",A2,Housing
gas,"khí, hơi đốt",This is an example for gas.,"Matter in a state intermediate between liquid and plasma that can be contained only if it is fully surrounded by a solid (or in a bubble of liquid) (or held together by gravitational pull); it can condense into a liquid, or can (rarely) become a solid directly.",A2,Housing
air conditioning,điều hoà không khí,This is an example for air conditioning.,The state of temperature and humidity produced by an air conditioner.,A2,Housing
wiring,dây dẫn,This is an example for wiring.,"To fasten with wire, especially with reference to wine bottles, corks, or fencing.",A2,Housing
lock,khóa,This is an example for lock.,"Something used for fastening, which can only be opened with a key or combination.",A2,Housing
key,câu trả lời,This is an example for key.,An object designed to open and close a lock.,A2,Housing
alarm,"báo động, báo nguy",This is an example for alarm.,"A summons to arms, as on the approach of an enemy.",A2,Housing
mailbox,hộp thư,This is an example for mailbox.,A box into which mail is put,A2,Housing
doorbell,chuông cửa,This is an example for doorbell.,"A device on or adjacent to an outer door for announcing one's presence. It can be mechanical, directly sounding a bell, or a button that electrically sounds a chime or buzzer inside the building.",A2,Housing
intercom,hệ thống liên lạc nội bộ,This is an example for intercom.,"An electronic communication system, especially one between rooms in a building",A2,Housing
interior design,Thiết kế nội thất,This is an example for interior design.,"The design of space inside homes and buildings, such as choice of decor and furnishings.",B1,Housing
architecture,Ngành kiến trúc,This is an example for architecture.,"The art and science of designing and managing the construction of buildings and other structures, particularly if they are well proportioned and decorated.",B1,Housing
layout,bố cục,This is an example for layout.,A structured arrangement of items within certain limits.,B1,Housing
floor plan,Quy hoạch tầng,This is an example for floor plan.,"A diagram, usually to scale, showing the layout of a building.",B1,Housing
renovation,sự đổi mới,This is an example for renovation.,"An act, or the process, of renovating.",B1,Housing
remodeling,tu sửa,This is an example for remodeling.,"To change the appearance, layout, or furnishings of.",B1,Housing
extension,duỗi; kéo dài,This is an example for extension.,The act of extending; a stretching out; enlargement in length or breadth; an increase,B1,Housing
conversion,sự trao đổi,This is an example for conversion.,The act of converting something or someone.,B1,Housing
restoration,trùng tu,This is an example for restoration.,The process of bringing an object back to its original state; the process of restoring something.,B1,Housing
property,tính chất,This is an example for property.,Something that is owned.,B1,Housing
real estate,tài sản địa ốc,This is an example for real estate.,"Property that cannot easily be moved, usually buildings and the ground they are built on.",B1,Housing
investment,đầu tư,This is an example for investment.,"The act of investing, or state of being invested.",B1,Housing
loan,loan,This is an example for loan.,"An act or instance of lending, an act or instance of granting something for temporary use.",B1,Housing
district,"huyện, quận",This is an example for district.,An administrative division of an area.,B1,Housing
urban,khu vực,This is an example for urban.,Related to the (or any) city.,B1,Housing
rural,nông thôn,This is an example for rural.,A person from the countryside; a rustic.,B1,Housing
residential,ký túc xá,This is an example for residential.,A trip during which people temporarily live together.,B1,Housing
commercial,"buôn bán, thương mại",This is an example for commercial.,"An advertisement in a common media format, usually radio or television.",B1,Housing
mixed-use,hỗn hợp,This is an example for mixed-use.,Definition of mixed-use.,B1,Housing
zoning,phương thức chia khu,This is an example for zoning.,To divide into or assign sections or areas.,B1,Housing
green building,Công trình xanh,This is an example for green building.,Definition of green building.,B1,Housing
energy efficiency,Sử dụng hiệu quả năng lượng,This is an example for energy efficiency.,Definition of energy efficiency.,B1,Housing
solar panel,tấm pin mặt trời,This is an example for solar panel.,An array of connected solar cells,B1,Housing
double glazing,lắp hai lớp kính,This is an example for double glazing.,A system of insulated windows (and doors) having two parallel layers of glass separated by an air space,B1,Housing
rainwater harvesting,thu gom nước mưa,This is an example for rainwater harvesting.,Definition of rainwater harvesting.,B1,Housing
composting,Ủ phân,This is an example for composting.,"To produce compost, let organic matter decay into fertilizer.",B1,Housing
recycling,tái chế,This is an example for recycling.,To break down and reuse component materials.,B1,Housing
eco-friendly,Thân thiện với môi trường,This is an example for eco-friendly.,Definition of eco-friendly.,B1,Housing
lease agreement,hợp đồng thuê mướn,This is an example for lease agreement.,Definition of lease agreement.,B1,Housing
